profile,sample,method,bitrate,change,ineff,stall,numStall,avgStall,overflow,numOverflow,qoe,bufSize
p1,t6,dy,2777.72,93,0.642563,0,0,0,14.136,6,531730,120
p1,t6,elastic,2629.28,42,0.269846,3.571,1,3.571,0,0,495180,120
p1,t6,gd,1541.53,107,0.845907,0,0,0,209.431,88,265607,120
p1,t6,kama,4393.63,162,0.802095,0,0,0,101.688,43,815612,120
p1,t6,quetra,2867.26,40,0.371532,0,0,0,0,0,571869,120
p1,t6,ra,2909.5,52,0.368381,0,0,0,0,0,575127,120
p1,t7,abr,2189.86,46,0.381902,0,0,0,63.728,66,699052,120
p1,t7,ar,2821.56,25,0.323659,0,0,0,0,0,931637,120
p1,t7,bba,2671.24,19,0.389113,0,0,0,15.318,17,882817,120
p1,t7,bola,2630.52,13,0.268223,0.986,1,0.986,0,0,871021,120
p1,t7,dy,2824.87,61,0.463958,0,0,0,11.832,14,898734,120
p1,t7,elastic,2654.77,33,0.245729,0.861,1,0.861,0,0,862959,120
p1,t7,gd,1655.48,93,0.65721,0,0,0,125.439,94,487736,120
p1,t7,kama,1539.79,111,0.775797,0,0,0,204.754,162,434707,120
p1,t7,quetra,2851.94,27,0.318423,0,0,0,0,0,938485,120
p1,t7,ra,2863.15,33,0.329281,0,0,0,0,0,937797,120
p2,t1,abr,1827.17,12,0.331089,0,0,0,55.828,87,516491,120
p2,t1,ar,2732.93,21,0.289821,0.523,1,0.523,0,0,768154,120
p2,t1,bba,2584.81,23,0.365083,0.592,1,0.592,0,0,711678,120
p2,t1,bola,2839.56,5,0.301034,0.594,1,0.594,0,0,822007,120
p2,t1,dy,2519.51,42,0.396732,0.52,1,0.52,4.141,4,679197,120
p2,t1,elastic,2636.76,41,0.255355,0,0,0,0,0,711363,120
p2,t1,gd,2171.93,38,0.497175,0,0,0,51.182,7,577382,120
p2,t1,kama,1624.78,24,0.501664,0.537,1,0.537,122.306,132,432959,120
p2,t1,quetra,2714.77,27,0.288971,0,0,0,0,0,757458,120
p2,t1,ra,2723.84,25,0.297338,0,0,0,0,0,762143,120
p2,t2,abr,2037.47,10,0.280432,0,0,0,134.56,15,240919,120
p2,t2,ar,2889.23,9,0.185174,0,0,0,0,0,351891,120
p2,t2,bba,3144.14,16,0.267871,0,0,0,0,0,368912,120
p2,t2,bola,2250.66,1,0.312422,0,0,0,0,0,278965,120
p2,t2,dy,2763.5,25,0.257151,0,0,0,28.598,11,316568,120
p2,t2,elastic,3074.32,10,0.187121,0,0,0,0,0,375042,120
p2,t2,gd,2642.01,22,0.317666,0,0,0,38.815,12,304754,120
p2,t2,kama,2014.82,10,0.373694,0,0,0,169.971,13,235831,120
p2,t2,quetra,3181.64,14,0.205866,0,0,0,0,0,386516,120
p2,t2,ra,3218.4,14,0.177101,0,0,0,0,0,388738,120
p2,t3,abr,1856.15,13,0.33342,1.489,1,1.489,150.977,189,580077,120
p2,t3,ar,3226.88,22,0.272138,0.944,1,0.944,0,0,1.01476e+06,120
p2,t3,bba,3246.43,58,0.313325,0.944,1,0.944,1.012,1,934575,120
p2,t3,bola,1198,0,0.474161,1.012,1,1.012,0,0,386502,120
p2,t3,dy,3081.85,34,0.413798,0.689,1,0.689,44.72,35,959636,120
p2,t3,elastic,3226.48,42,0.26677,8.13,2,4.065,0,0,958986,120
p2,t3,gd,2260.44,44,0.457103,0.991,1,0.991,111.847,51,672474,120
p2,t3,kama,2347.79,38,0.463668,0.998,1,0.998,180.882,151,706661,120
p2,t3,quetra,3279.87,20,0.268117,1.648,1,1.648,0,0,1.03395e+06,120
p2,t3,ra,3236.61,18,0.276622,0.99,1,0.99,0,0,1.02414e+06,120
p2,t4,abr,1591.08,8,0.379506,0,0,0,180.614,19,164952,120
p2,t4,ar,3364.59,14,0.209671,0,0,0,0,0,363305,120
p2,t4,bba,2908.49,23,0.263672,0,0,0,0,0,281454,120
p2,t4,bola,2289.26,3,0.344636,0,0,0,0,0,255572,120
p2,t4,dy,3116.67,23,0.368965,0,0,0,7.784,1,322777,120
p2,t4,elastic,2731.3,9,0.208283,0,0,0,2.77,0,300242,120
p2,t4,gd,3146.12,28,0.406277,0,0,0,64.494,9,321736,120
p2,t4,kama,2139.13,22,0.434902,0,0,0,139.217,7,210509,120
p2,t4,quetra,3018.17,10,0.295239,0,0,0,10.059,0,329953,120
p2,t4,ra,3074.59,11,0.233071,0,0,0,0,0,336886,120
p2,t5,abr,1840.57,2,0.437646,0.944,1,0.944,0,0,106401,120
p2,t5,ar,2612.68,6,0.472662,0,0,0,10.68,4,153373,120
p2,t5,bba,2398.65,6,0.490727,0,0,0,15.674,6,140402,120
p2,t5,bola,1838.13,2,0.436527,2.043,2,1.0215,0,0,103933,120
p2,t5,dy,2507.93,16,0.568625,0,0,0,15.379,6,139946,120
p2,t5,elastic,2438.13,6,0.337699,1.382,2,0.691,0,0,136829,120
p2,t5,gd,982.693,24,0.700753,0,0,0,31.945,10,42814.9,120
p2,t5,kama,2149.32,14,0.686243,0,0,0,50.94,19,119828,120
p2,t5,quetra,2593.83,6,0.489459,0,0,0,9.697,3,152355,120
p2,t5,ra,2597.04,6,0.478903,0,0,0,10.747,4,152474,120
p2,t6,abr,1752.19,39,0.350563,3.271,1,3.271,51.599,28,322006,120
p2,t6,ar,2701.17,86,0.465855,0,0,0,0,0,514442,120
p2,t6,bba,2613.46,26,0.350103,0,0,0,0,0,524189,120
p2,t6,bola,2530.78,14,0.295404,2.942,1,2.942,0,0,496663,120
p2,t6,dy,3682.03,130,0.553767,0,0,0,31.905,15,679161,120
p2,t6,elastic,2450.87,40,0.267917,3.09,1,3.09,0,0,458763,120
p2,t6,gd,2723.98,141,0.760337,0,0,0,94.681,42,480484,120
p2,t6,kama,2986.71,175,0.810363,0,0,0,134.337,67,510406,120
p2,t6,quetra,2562.44,75,0.421295,0,0,0,0,0,492634,120
p2,t6,ra,2747.67,32,0.34009,0,0,0,0,0,545023,120
p2,t7,abr,1920.01,35,0.353768,0,0,0,39.312,39,612050,120
p2,t7,ar,2682.7,23,0.307198,0,0,0,0,0,881457,120
p2,t7,bba,2493.17,28,0.391475,0,0,0,8.423,14,810633,120
p2,t7,bola,2571.95,11,0.287041,0,0,0,0,0,852569,120
p2,t7,dy,2320.93,85,0.47164,0,0,0,26.275,21,708109,120
p2,t7,elastic,2489.41,41,0.255322,0,0,0,0,0,798196,120
p2,t7,gd,1042.76,77,0.725709,0,0,0,210.577,170,289379,120
p2,t7,kama,2261.42,113,0.690591,0,0,0,137.155,118,668298,120
p2,t7,quetra,2670.91,25,0.302809,0,0,0,0,0,876223,120
p2,t7,ra,2664.43,21,0.294456,0,0,0,0,0,875877,120
p3,t1,abr,1330.26,10,0.32994,4.629,7,0.661286,29.967,44,351217,120
p3,t1,ar,1857.74,19,0.282344,3.998,6,0.666333,0,0,492109,120
p3,t1,bba,1832.87,27,0.310598,3.533,8,0.441625,0,0,486719,120
p3,t1,bola,1831.27,8,0.267039,4.625,6,0.770833,0,0,499668,120
p3,t1,dy,1795.68,2,0.391625,4.094,8,0.51175,63.716,63,495592,120
p3,t1,elastic,1827.57,53,0.267902,4.496,8,0.562,0,0,439579,120
p3,t1,gd,1250.21,4,0.383749,3.827,5,0.7654,58.73,58,332876,120
p3,t1,kama,1200,0,0.389119,4.297,6,0.716167,62.895,66,318869,120
p3,t1,quetra,1860.76,19,0.274043,3.894,6,0.649,0,0,498935,120
p3,t1,ra,1794.16,20,0.29217,3.774,8,0.47175,0,0,477474,120
p3,t2,abr,1689.76,4,0.227745,4.776,3,1.592,86.63,39,171718,120
p3,t2,ar,2249.3,10,0.222806,3.668,2,1.834,0,0,244707,120
p3,t2,bba,2104.98,19,0.234865,4.161,2,2.0805,0,0,219345,120
p3,t2,bola,2147.87,5,0.238771,5.04,3,1.68,0,0,228371,120
p3,t2,dy,1622,0,0.253525,3.774,2,1.887,105.936,3,174837,120
p3,t2,elastic,2097.7,31,0.181991,3.926,2,1.963,15.124,8,204880,120
p3,t2,gd,1622,0,0.258279,4.175,2,2.0875,116.15,48,173312,120
p3,t2,kama,1622,0,0.254715,3.907,2,1.9535,119.176,48,171384,120
p3,t2,quetra,2175.37,14,0.188492,4.212,2,2.106,0,0,231360,120
p3,t2,ra,2222.81,14,0.212664,3.81,2,1.905,5.249,3,239550,120
p3,t3,abr,1357.23,32,0.27696,3.254,2,1.627,147.964,158,402072,120
p3,t3,ar,2349.79,29,0.244402,1.808,1,1.808,0,0,724359,120
p3,t3,bba,2085.84,23,0.25906,2.314,1,2.314,0,0,625825,120
p3,t3,bola,1923.17,1,0.220537,1.891,2,0.9455,0,0,619324,120
p3,t3,dy,1405.35,10,0.383925,1.936,1,1.936,171.326,165,437970,120
p3,t3,elastic,2280.69,77,0.166548,2.529,2,1.2645,0,0,639302,120
p3,t3,gd,1203.54,2,0.387523,1.946,1,1.946,200.918,198,383155,120
p3,t3,kama,1198,0,0.39492,2.034,1,2.034,200.092,195,381932,120
p3,t3,quetra,2429.59,47,0.283264,1.745,1,1.745,0,0,728708,120
p3,t3,ra,2385.68,31,0.237335,2.43,1,2.43,0,0,728862,120
p3,t4,abr,1401.75,9,0.30453,0,0,0,127.013,14,135137,120
p3,t4,ar,2552.72,18,0.296587,0,0,0,0,0,257118,120
p3,t4,bba,1992.01,9,0.26285,0,0,0,0,0,197917,120
p3,t4,bola,1744.98,1,0.251104,0,0,0,0,0,184705,120
p3,t4,dy,1522.59,4,0.392632,0,0,0,167.081,6,153387,120
p3,t4,elastic,1880.29,23,0.173416,0,0,0,19.325,15,181424,120
p3,t4,gd,1143,0,0.406977,0,0,0,196.602,5,113822,120
p3,t4,kama,1143,0,0.402218,0,0,0,198.817,8,112261,120
p3,t4,quetra,2546.18,18,0.316823,0,0,0,2.962,0,257450,120
p3,t4,ra,2632.22,20,0.27912,0,0,0,0,0,266405,120
p3,t5,abr,1004.14,16,0.382705,2.138,2,1.069,0,0,40944.4,120
p3,t5,ar,1891.62,15,0.451249,0,0,0,0,0,101654,120
p3,t5,bba,1593.16,13,0.471792,0,0,0,0,0,83344.8,120
p3,t5,bola,1489.84,13,0.388135,0,0,0,0,0,79236,120
p3,t5,dy,776.595,18,0.688661,0,0,0,17.464,6,33835.1,120
p3,t5,elastic,1132.55,28,0.347913,8.608,4,2.152,0,0,23635.8,120
p3,t5,gd,437.928,8,0.712135,0,0,0,46.845,16,17964.5,120
p3,t5,kama,354.515,2,0.768388,0,0,0,62.419,22,17401.5,120
p3,t5,quetra,1763.07,13,0.481591,0,0,0,0,0,96428.4,120
p3,t5,ra,1761.89,13,0.516347,0,0,0,0,0,93379.2,120
p3,t6,abr,1230.08,58,0.383925,0,0,0,81.896,49,224803,120
p3,t6,ar,1803.6,64,0.405201,0,0,0,0,0,333626,120
p3,t6,bba,1649.75,67,0.691036,0,0,0,0,0,304990,120
p3,t6,bola,1465.86,31,0.277176,0,0,0,0,0,273822,120
p3,t6,dy,2922.55,129,0.781067,0,0,0,90.708,47,528667,120
p3,t6,elastic,1399.19,109,0.266098,2.753,1,2.753,0,0,211314,120
p3,t6,gd,980.622,23,0.811347,0,0,0,285.964,135,178615,120
p3,t6,kama,1437.22,61,0.787388,0,0,0,219.283,105,262073,120
p3,t6,quetra,1805.25,76,0.428024,0,0,0,0,0,334011,120
p3,t6,ra,1654.19,79,0.39688,0,0,0,0,0,298226,120
p3,t7,abr,947.015,53,0.43431,0,0,0,68.417,82,273087,120
p3,t7,ar,1723.51,37,0.383863,0,0,0,0,0,543669,120
p3,t7,bba,1507.69,33,0.858008,0,0,0,0,0,472411,120
p3,t7,bola,1671.47,17,0.324779,0,0,0,0,0,540925,120
p3,t7,dy,1083.42,81,0.748195,0,0,0,173.838,141,298125,120
p3,t7,elastic,1707.36,82,0.288712,0.768,1,0.768,0,0,497855,120
p3,t7,gd,548.485,33,0.735433,0,0,0,262.809,213,152830,120
p3,t7,kama,757.254,53,0.742991,0,0,0,239.786,194,208210,120
p3,t7,quetra,1759.59,36,0.346862,0,0,0,0,0,556806,120
p3,t7,ra,1661.38,33,0.363783,0,0,0,0,0,523620,120
p4,t1,abr,1231.02,68,0.153777,62.587,41,1.52651,0,0,-3500.96,120
p4,t1,ar,1200,0,0.148817,63.888,42,1.52114,0,0,80306,120
p4,t1,bba,1200,0,0.150929,63.601,41,1.55124,0,0,82725,120
p4,t1,bola,1200,0,0.146151,62.995,36,1.74986,0,0,82999.7,120
p4,t1,dy,1200,0,0.148392,63.684,41,1.55327,0,0,83163.7,120
p4,t1,elastic,1200,0,0.159721,63.545,36,1.76514,0,0,78674.2,120
p4,t1,gd,1200,0,0.148263,63.725,39,1.63397,0,0,80297.8,120
p4,t1,kama,1200,0,0.152793,63.89,39,1.63821,0,0,82421.6,120
p4,t1,quetra,1200,0,0.142265,63.907,37,1.72722,0,0,81035.8,120
p4,t1,ra,1200,0,0.151058,63.309,41,1.54412,0,0,85513,120
p4,t2,abr,1907.87,66,0.128366,53.048,20,2.6524,0,0,-69342.2,120
p4,t2,ar,1622,0,0.144854,52.748,20,2.6374,0,0,-19338.5,120
p4,t2,bba,1725.26,5,0.113018,52.695,21,2.50929,0,0,-9389.05,120
p4,t2,bola,1622,0,0.123832,51.741,20,2.58705,0,0,-19151,120
p4,t2,dy,1622,0,0.157603,52.663,20,2.63315,0,0,-22698,120
p4,t2,elastic,1622,0,0.1204,52.106,23,2.26548,0,0,-21438.2,120
p4,t2,gd,1622,0,0.169608,52.762,20,2.6381,0,0,-21723.6,120
p4,t2,kama,1622,0,0.160205,52.58,21,2.50381,0,0,-21189.5,120
p4,t2,quetra,1622,0,0.15696,52.653,21,2.50729,0,0,-21487.1,120
p4,t2,ra,1622,0,0.211014,52.568,20,2.6284,0,0,-22004.9,120
p4,t3,abr,1602.73,154,0.156008,4.459,4,1.11475,0,0,281727,120
p4,t3,ar,1574.99,17,0.130104,5.143,5,1.0286,5.482,5,476438,120
p4,t3,bba,1609.9,53,0.108333,4.797,6,0.7995,0,0,465151,120
p4,t3,bola,1301.59,3,0.175305,19.631,11,1.78464,0,0,340719,120
p4,t3,dy,1284.01,4,0.136556,5.722,7,0.817429,63.605,66,390161,120
p4,t3,elastic,1844.2,37,0.11173,18.794,11,1.70855,9.546,9,477533,120
p4,t3,gd,1198,0,0.130851,4.949,4,1.23725,73.503,83,370960,120
p4,t3,kama,1198,0,0.136267,5.361,6,0.8935,72.982,83,368716,120
p4,t3,quetra,1308.93,10,0.1335,6.034,8,0.75425,32.326,32,392265,120
p4,t3,ra,1693.91,15,0.0951301,4.745,3,1.58167,3.645,5,516699,120
p4,t4,abr,1221.85,112,0.142689,1.983,2,0.9915,0,0,-46154.2,120
p4,t4,ar,1418.02,7,0.131059,3.277,1,3.277,0,0,137161,120
p4,t4,bba,1453.37,27,0.117747,3.324,2,1.662,0,0,126730,120
p4,t4,bola,1143,0,0.160361,8.767,4,2.19175,0,0,83500.2,120
p4,t4,dy,1537.27,4,0.152149,3.085,2,1.5425,7.681,4,150676,120
p4,t4,elastic,1291.52,5,0.121266,0,0,0,39.647,24,131965,120
p4,t4,gd,1143,0,0.14138,2.84,1,2.84,52.641,27,111292,120
p4,t4,kama,1143,0,0.130819,2.665,2,1.3325,53.452,28,111060,120
p4,t4,quetra,1421.06,9,0.140038,2.94,2,1.47,0,0,136582,120
p4,t4,ra,1848.06,8,0.12388,2.754,2,1.377,7.439,3,187987,120
p4,t5,abr,1021,100,0.338769,3.822,3,1.274,0,0,3537.48,120
p4,t5,ar,823.144,12,0.440198,0,0,0,0,0,40713.1,120
p4,t5,bba,732.215,8,0.405924,0,0,0,0,0,38371.1,120
p4,t5,bola,536.214,6,0.416687,4.014,2,2.007,0,0,19379.7,120
p4,t5,dy,354.063,2,0.534285,0,0,0,2.462,1,17735.8,120
p4,t5,elastic,660.524,17,0.283716,6.87,3,2.29,0,0,16234.1,120
p4,t5,gd,353.568,2,0.543434,0,0,0,2.49,1,18109.7,120
p4,t5,kama,355.166,2,0.535495,0,0,0,2.475,1,16922.8,120
p4,t5,quetra,814.871,10,0.42126,0,0,0,0,0,40088,120
p4,t5,ra,771.441,8,0.423353,0,0,0,0,0,40731.6,120
p4,t6,abr,808.863,719,0.355408,17.207,6,2.86783,0,0,-562082,120
p4,t6,ar,927.789,69,0.376728,0,0,0,0,0,165015,120
p4,t6,bba,1179.05,82,0.754955,0,0,0,0,0,212025,120
p4,t6,bola,913.312,19,0.242033,14.491,2,7.2455,0,0,88373.9,120
p4,t6,dy,3408.96,91,0.700798,0,0,0,16.101,12,657655,120
p4,t6,elastic,1042.91,109,0.255785,10.723,4,2.68075,0,0,112968,120
p4,t6,gd,1882.77,47,0.726596,0,0,0,130.117,57,358066,120
p4,t6,kama,1259.6,23,0.708423,0,0,0,189.045,93,242735,120
p4,t6,quetra,1157.46,75,0.379802,0,0,0,0,0,214183,120
p4,t6,ra,1012.4,55,0.361021,0,0,0,0,0,185025,120
p4,t7,abr,1107.61,525,0.407686,0,0,0,0,0,-85090.2,120
p4,t7,ar,1306.09,39,0.41504,0,0,0,0,0,407016,120
p4,t7,bba,969.259,71,0.812495,0,0,0,0,0,272446,120
p4,t7,bola,769.042,12,0.36487,0,0,0,0,0,244443,120
p4,t7,dy,1104.45,51,0.632713,0,0,0,97.814,86,328589,120
p4,t7,elastic,1073.16,87,0.325847,0,0,0,0,0,297689,120
p4,t7,gd,448.568,13,0.618246,0,0,0,191.601,167,137153,120
p4,t7,kama,631.366,27,0.641721,0,0,0,173.926,157,186279,120
p4,t7,quetra,1176.12,43,0.412406,0,0,0,0,0,361086,120
p4,t7,ra,1123.17,35,0.389785,0,0,0,0,0,347130,120
p1,t1,abr,1784.4,8,0.312697,0.714,1,0.714,0,0,512299,240
p1,t1,ar,2993.37,30,0.430847,0,0,0,0,0,843280,240
p1,t1,bba,2189.01,25,0.51853,0,0,0,0,0,606435,240
p1,t1,bola,3007.48,6,0.317486,0,0,0,0,0,879532,240
p1,t1,dy,3011.09,26,0.508967,0,0,0,0,0,852604,240
p1,t1,elastic,2732.58,26,0.301122,0.995,1,0.995,0,0,766238,240
p1,t1,gd,2026.46,22,0.478565,0,0,0,0,0,572384,240
p1,t1,kama,1461.47,16,0.552995,0,0,0,58.688,8,407093,240
p1,t1,quetra,3067.45,28,0.437248,0,0,0,0,0,867495,240
p1,t1,ra,2972.11,20,0.428796,0,0,0,0,0,851259,240
p1,t2,abr,2023.57,10,0.261874,0,0,0,33.592,1,249033,240
p1,t2,ar,3344.53,14,0.361288,0,0,0,0,0,416343,240
p1,t2,bba,3080.28,16,0.438686,0,0,0,0,0,370429,240
p1,t2,bola,3245.98,6,0.281371,0,0,0,0,0,410607,240
p1,t2,dy,2381.39,22,0.388445,0,0,0,0,0,284383,240
p1,t2,elastic,3051.55,14,0.226956,0,0,0,0,0,376857,240
p1,t2,gd,2288.68,30,0.435951,0,0,0,31.703,1,260535,240
p1,t2,kama,2013.59,10,0.421011,0,0,0,78.007,1,244954,240
p1,t2,quetra,3390.57,12,0.354004,0,0,0,0,0,425096,240
p1,t2,ra,3371.28,14,0.36253,0,0,0,0,0,418821,240
p1,t3,abr,1659.68,8,0.338159,0.636,2,0.318,68.043,80,528055,240
p1,t3,ar,3310.43,18,0.485556,0,0,0,0,0,1.05564e+06,240
p1,t3,bba,3220.05,36,0.506683,0,0,0,0,0,976919,240
p1,t3,bola,3078.48,6,0.384275,0,0,0,0,0,994725,240
p1,t3,dy,2339,34,0.578256,0,0,0,0,0,718821,240
p1,t3,elastic,3171.93,22,0.300067,0,0,0,0,0,1.01014e+06,240
p1,t3,gd,1927.15,36,0.568694,0,0,0,61.489,5,579786,240
p1,t3,kama,1514.77,14,0.535083,0,0,0,151.197,16,472961,240
p1,t3,quetra,3333.98,18,0.475579,0,0,0,0,0,1.0606e+06,240
p1,t3,ra,3390.23,20,0.457818,0,0,0,0,0,1.08032e+06,240
p1,t4,abr,1576.46,8,0.382409,0,0,0,73.574,7,171611,240
p1,t4,ar,3416.56,16,0.425266,0,0,0,0,0,369596,240
p1,t4,bba,2364.49,13,0.438936,0,0,0,0,0,247920,240
p1,t4,bola,2897.22,6,0.335417,0,0,0,0,0,328381,240
p1,t4,dy,3564.22,24,0.507704,0,0,0,0,0,381752,240
p1,t4,elastic,2240.99,7,0.260757,0,0,0,0,0,250774,240
p1,t4,gd,2315.43,26,0.521989,0,0,0,4.066,0,236977,240
p1,t4,kama,1316.88,6,0.616706,0,0,0,177.831,3,144999,240
p1,t4,quetra,2399.4,12,0.436513,0,0,0,0,0,263010,240
p1,t4,ra,3447.1,14,0.389372,0,0,0,0,0,381404,240
p1,t5,abr,1390.39,4,0.409138,0,0,0,0,0,81434.8,240
p1,t5,ar,2878.11,6,0.616803,0,0,0,0,0,171245,240
p1,t5,bba,1842.61,5,0.794272,0,0,0,0,0,108997,240
p1,t5,bola,1753.6,7,0.332722,0,0,0,0,0,101276,240
p1,t5,dy,2838.82,8,0.657536,0,0,0,0,0,166721,240
p1,t5,elastic,1580.47,6,0.385897,0,0,0,0,0,90533.7,240
p1,t5,gd,2807.77,16,0.64158,0,0,0,0,0,159472,240
p1,t5,kama,354.067,4,0.912456,0,0,0,0,0,19163.7,240
p1,t5,quetra,2877.59,6,0.653682,0,0,0,0,0,171088,240
p1,t5,ra,2877.72,6,0.663213,0,0,0,0,0,170893,240
p1,t6,abr,1730.74,52,0.464776,3.414,1,3.414,14.084,5,317143,240
p1,t6,ar,3192.38,33,0.415714,0,0,0,0,0,650271,240
p1,t6,bba,2556.4,22,0.503344,0,0,0,0,0,522684,240
p1,t6,bola,2591.72,18,0.291622,3.607,1,3.607,0,0,511007,240
p1,t6,dy,1657.68,85,0.621081,0,0,0,0.102,1,308741,240
p1,t6,elastic,2281.94,38,0.318284,3.92,1,3.92,0,0,430253,240
p1,t6,gd,1957.48,99,0.781788,0,0,0,92.417,43,359354,240
p1,t6,kama,2279.77,119,0.884837,0,0,0,102.213,42,412935,240
p1,t6,quetra,3157.26,33,0.402205,0,0,0,0,0,634575,240
p1,t6,ra,3291.43,51,0.423818,0,0,0,0,0,658528,240
p1,t7,abr,2523.29,29,0.380451,0.611,1,0.611,0,0,823740,240
p1,t7,ar,2696.28,21,0.372343,0,0,0,0,0,890668,240
p1,t7,bba,2289.36,8,0.511806,0,0,0,0,0,764851,240
p1,t7,bola,2664,17,0.271449,0.682,1,0.682,0,0,880046,240
p1,t7,dy,2743.98,89,0.578982,0,0,0,0,0,855682,240
p1,t7,elastic,2474.56,57,0.324988,1.306,1,1.306,0,0,780887,240
p1,t7,gd,1540.64,79,0.714958,0,0,0,45.77,36,456115,240
p1,t7,kama,2440.01,109,0.766419,0,0,0,107.928,76,737698,240
p1,t7,quetra,2689.84,17,0.351785,0,0,0,0,0,892015,240
p1,t7,ra,2698.3,25,0.382944,0,0,0,0,0,887455,240
p2,t1,abr,2136.97,11,0.317472,0,0,0,0,0,610240,240
p2,t1,ar,2621.3,19,0.37339,0.575,1,0.575,0,0,735102,240
p2,t1,bba,2815.81,4,0.447076,0,0,0,0,0,818767,240
p2,t1,bola,2879.81,5,0.303534,0,0,0,0,0,835424,240
p2,t1,dy,1911.14,30,0.44792,0,0,0,0,0,515456,240
p2,t1,elastic,2444.78,21,0.305441,0.501,1,0.501,0,0,685173,240
p2,t1,gd,3021.85,20,0.505597,0.52,1,0.52,0,0,858594,240
p2,t1,kama,1394.22,12,0.563595,0.509,1,0.509,65.527,69,384006,240
p2,t1,quetra,2401.34,24,0.370432,0,0,0,0,0,666147,240
p2,t1,ra,2626.82,19,0.370129,0.748,1,0.748,0,0,736721,240
p2,t2,abr,2282.76,7,0.274942,0,0,0,32.666,2,275240,240
p2,t2,ar,2851.4,11,0.276021,0,0,0,0,0,345928,240
p2,t2,bba,3093.53,4,0.351072,0,0,0,6.313,0,382909,240
p2,t2,bola,2248.33,1,0.316141,0,0,0,0,0,278872,240
p2,t2,dy,3225.47,24,0.348515,0,0,0,0,0,379068,240
p2,t2,elastic,2618.51,11,0.232073,0,0,0,0,0,315319,240
p2,t2,gd,3025.84,26,0.37807,0,0,0,50.715,2,352611,240
p2,t2,kama,2697.46,10,0.460944,0,0,0,130.623,12,325248,240
p2,t2,quetra,2864.85,11,0.273811,0,0,0,0,0,343179,240
p2,t2,ra,2852.69,13,0.280584,0,0,0,0,0,345306,240
p2,t3,abr,1962.55,13,0.363256,1.471,1,1.471,64.616,20,616318,240
p2,t3,ar,2737,15,0.307698,0.989,1,0.989,0,0,862080,240
p2,t3,bba,3255.34,36,0.426148,1.08,1,1.08,2.994,2,982846,240
p2,t3,bola,1198,0,0.472123,0.729,1,0.729,0,0,387635,240
p2,t3,dy,3296.96,22,0.468569,1.239,1,1.239,11.845,11,1.04238e+06,240
p2,t3,elastic,3154.8,62,0.298359,2.58,2,1.29,0,0,919318,240
p2,t3,gd,1990.74,24,0.457321,0.927,1,0.927,46.877,34,613870,240
p2,t3,kama,1489.29,20,0.500161,1.016,1,1.016,144.831,132,452749,240
p2,t3,quetra,2738.78,15,0.31289,0.726,1,0.726,0,0,863803,240
p2,t3,ra,2746.07,17,0.324309,0.898,1,0.898,0,0,868984,240
p2,t4,abr,1763.98,5,0.390573,0,0,0,78.695,4,191965,240
p2,t4,ar,2949.34,9,0.295311,0,0,0,0,0,322101,240
p2,t4,bba,3221.38,16,0.394264,0,0,0,0,0,335062,240
p2,t4,bola,2872.65,5,0.294352,0,0,0,0,0,319237,240
p2,t4,dy,3431.39,20,0.419392,0,0,0,0,0,371539,240
p2,t4,elastic,3149.2,22,0.274957,0,0,0,0,0,325994,240
p2,t4,gd,1916.18,24,0.484957,0,0,0,48.214,3,183112,240
p2,t4,kama,2940.34,10,0.482142,0,0,0,87.706,2,322773,240
p2,t4,quetra,3412.48,8,0.340494,0,0,0,0,0,383454,240
p2,t4,ra,3423.62,6,0.30133,0,0,0,0,0,386118,240
p2,t5,abr,1840.93,2,0.434025,1.147,1,1.147,0,0,105995,240
p2,t5,ar,2419.91,6,0.58574,0,0,0,0,0,141581,240
p2,t5,bba,1597.72,5,0.701446,0,0,0,0,0,92507.5,240
p2,t5,bola,1839.93,2,0.430616,1.324,1,1.324,0,0,105791,240
p2,t5,dy,755.203,16,0.694133,0,0,0,0,0,33975.6,240
p2,t5,elastic,2425.53,2,0.332872,1.309,1,1.309,0,0,140399,240
p2,t5,gd,651.215,10,0.701954,0,0,0,0,0,31131.2,240
p2,t5,kama,353.332,2,0.798929,0,0,0,0,0,18285.8,240
p2,t5,quetra,2465.94,6,0.606063,0,0,0,0,0,144414,240
p2,t5,ra,2408.26,6,0.587543,0,0,0,0,0,141124,240
p2,t6,abr,2100.46,29,0.388533,3.266,1,3.266,0,0,400248,240
p2,t6,ar,2392.87,26,0.407298,0,0,0,0,0,475165,240
p2,t6,bba,2506.91,20,0.817276,0,0,0,0,0,508487,240
p2,t6,bola,2534.44,16,0.300222,3.315,1,3.315,0,0,492975,240
p2,t6,dy,4207.68,100,0.705466,0,0,0,15.037,9,824095,240
p2,t6,elastic,1803.26,33,0.325403,3.281,1,3.281,0,0,334497,240
p2,t6,gd,3934.77,84,0.779479,0,0,0,84.095,39,770022,240
p2,t6,kama,4101.19,120,0.820731,0,0,0,115.104,45,778369,240
p2,t6,quetra,2429.11,24,0.39511,0,0,0,0,0,483813,240
p2,t6,ra,2452.05,29,0.400933,0,0,0,0,0,485512,240
p2,t7,abr,2303.46,32,0.405953,0,0,0,0,0,746633,240
p2,t7,ar,2623.69,17,0.370708,0,0,0,0,0,865283,240
p2,t7,bba,2641.27,17,0.501466,0,0,0,0,0,871197,240
p2,t7,bola,2585.79,15,0.282319,0,0,0,0,0,853395,240
