change,bitrate,buffer
0,1727,139.544072948
1,1909,143.18459337
2,3366,0.488042285024
3,3363,1.14432014089
4,3392,0.353983783384
5,3392,0.353983783384
6,3392,0.353983783384
7,3388,1.01026163925
8,3392,0.353983783384
9,3392,0.353983783384
10,3386,0.223428944828
11,3386,0.223428944828
12,3380,0.0928741062714
13,3380,0.0928741062714
14,3374,0.362742941093
15,3380,0.493297779649
16,3374,0.362742941093
17,3380,0.493297779649
18,3374,0.362742941093
19,3380,0.493297779649
20,3374,0.362742941093
21,3380,0.493297779649
22,3383,0.165158851716
23,3389,0.132520142077
24,3395,0.328352399912
25,3401,0.39362981919
26,3426,0.324848736829
27,3429,1.11168143125
28,3432,0.455403575385
29,3432,0.455403575385
30,3432,0.455403575385
31,3429,1.11168143125
32,3432,0.455403575385
33,3432,0.455403575385
34,3432,0.455403575385
35,3432,0.455403575385
36,3432,0.455403575385
37,3432,0.455403575385
38,3432,0.455403575385
39,3435,0.127264647452
40,3441,0.257819486009
41,3435,0.127264647452
42,3441,0.257819486009
43,3435,0.127264647452
44,3441,0.257819486009
45,3435,0.127264647452
46,3444,0.127264647452
47,3435,0.652987664762
48,3444,0.127264647452
49,3444,0.127264647452
50,3444,0.127264647452
51,3444,0.127264647452
52,3444,0.127264647452
53,3444,0.127264647452
54,3444,0.127264647452
55,3444,0.127264647452
56,3444,0.127264647452
57,3444,0.127264647452
58,3444,0.127264647452
59,3444,0.127264647452
60,3444,0.127264647452
61,3444,0.127264647452
62,3444,0.127264647452
63,3435,0.652987664762
64,3438,0.25957131755
65,3438,0.25957131755
66,3435,0.587710245483
67,3433,0.0637390597157
68,3433,0.0637390597157
69,3424,0.589462077025
70,3424,0.261323149092
71,3424,0.261323149092
72,3418,0.130768310536
73,3418,0.328352399912
74,3422,0.0990055166674
75,3413,0.624728533977
76,3422,0.0990055166674
77,3413,0.624728533977
78,3422,0.0990055166674
79,3413,0.624728533977
80,3422,0.0990055166674
81,3413,0.624728533977
82,3413,0.624728533977
83,3407,0.49417369542
84,3413,0.0337280973891
85,3407,0.428896276142
86,3407,0.428896276142
87,3407,0.428896276142
88,3407,0.428896276142
89,3407,0.428896276142
90,3407,0.428896276142
91,3407,0.428896276142
92,3407,0.428896276142
93,3401,0.298341437586
94,3401,0.298341437586
95,3396,0.167786599029
96,3396,0.167786599029
97,3390,0.0372317604726
98,3387,0.364494772635
99,3387,0.364494772635
100,3387,0.364494772635
101,3387,0.364494772635
102,3381,0.496801442733
103,3381,0.496801442733
104,3381,0.496801442733
105,3381,0.0363558447017
106,3376,0.431524023455
107,3376,0.431524023455
108,3376,0.431524023455
109,3370,0.300969184898
110,3370,0.300969184898
111,3364,0.170414346342
112,3364,0.170414346342
113,3359,0.30272101644
114,3359,0.30272101644
115,3353,0.172166177883
116,3353,0.435027686538
117,3347,0.304472847982
118,3347,0.304472847982
119,3342,0.173918009425
120,3345,0.0433631708687
121,3336,0.569086188178
122,3336,0.569086188178
123,3334,0.0451150024104
124,3334,0.0451150024104
