change,bitrate,buffer
0,1974,133.340425532
1,3304,34.7673597864
2,3295,35.818805821
3,3295,35.818805821
4,3466,1.31101735217
5,3463,2.29543413597
6,3457,2.36246338679
7,3454,3.34688017059
8,3448,3.41390942141
9,3445,4.39832620521
