change, bitrate, buffer
0, 2313, 78.7691309987
1, 3415, 8.62141996146
2, 3408, 9.36966221253
3, 3408, 9.36966221253
4, 3400, 10.1179044636
5, 3400, 10.1179044636
6, 3393, 10.8661467147
7, 3393, 10.8661467147
8, 3386, 11.6143889657
9, 3386, 11.6143889657
10, 3378, 12.3626312168
11, 3378, 12.3626312168
12, 3371, 13.1108734678
13, 3371, 13.1108734678
14, 3364, 13.8591157189
15, 3364, 13.8591157189
16, 3356, 14.60735797
17, 3356, 14.60735797
18, 3349, 15.355600221
19, 3349, 15.355600221
20, 3342, 16.1038424721
21, 3342, 16.1038424721
22, 3334, 16.8520847232
23, 3334, 16.8520847232
24, 3327, 17.6003269742
25, 3327, 17.6003269742
26, 3319, 18.3485692253
27, 3319, 18.3485692253
28, 3312, 19.0968114764
29, 3312, 19.0968114764
30, 3305, 19.8450537274
31, 3305, 19.8450537274
32, 3297, 20.4062354157
33, 3297, 20.4062354157
34, 3290, 20.967417104
35, 3290, 20.967417104
36, 3283, 21.5285987923
37, 3283, 21.5285987923
38, 3275, 22.0897804806
39, 3275, 22.0897804806
40, 3268, 22.6509621689
41, 3268, 22.6509621689
42, 3261, 23.2121438572
43, 3261, 23.2121438572
44, 3253, 23.7733255455
45, 3253, 23.7733255455
46, 3246, 24.3345072338
47, 3246, 24.3345072338
48, 3239, 24.8956889221
49, 3239, 24.8956889221
50, 3236, 0.379397833624
51, 3236, 0.379397833624
52, 3236, 0.379397833624
53, 3236, 0.379397833624
54, 3236, 0.379397833624
55, 3231, 0.385151243948
56, 3231, 0.385151243948
57, 3231, 0.385151243948
58, 3227, 0.390904654271
59, 3227, 0.390904654271
60, 3222, 0.396658064594
61, 3222, 0.396658064594
62, 3215, 1.14490031566
63, 3218, 0.215350912152
64, 3215, 0.58371862736
65, 3210, 0.963593163216
66, 3207, 1.33196087842
67, 3203, 1.71183541428
68, 3206, 0.68875572939
69, 3201, 0.694509139714
70, 3201, 0.694509139714
71, 3194, 1.44275139078
72, 3194, 1.44275139078
73, 3187, 2.19099364184
74, 3187, 2.19099364184
75, 3179, 2.93923589291
76, 3179, 2.93923589291
77, 3172, 3.68747814397
78, 3172, 3.68747814397
79, 3165, 4.43572039503
80, 3165, 4.43572039503
81, 3157, 5.1839626461
82, 3157, 5.1839626461
83, 3150, 5.93220489716
84, 3150, 5.93220489716
85, 3143, 6.68044714822
86, 3143, 6.68044714822
87, 3135, 7.42868939929
88, 3135, 7.42868939929
89, 3128, 8.17693165035
90, 3128, 8.17693165035
91, 3120, 8.92517390142
92, 3120, 8.92517390142
93, 3113, 9.67341615248
94, 3113, 9.67341615248
95, 3106, 10.4216584035
96, 3106, 10.4216584035
97, 3098, 11.1699006546
98, 3098, 11.1699006546
118, 2651, 76.5592609801
119, 3193, 6.39406553012
120, 3185, 7.14230778119
121, 3211, 2.94059951823
122, 3204, 3.68884176929
123, 3248, 0.13469107674
124, 3240, 0.882933327804
125, 3257, 0.11743084577
126, 3252, 0.313121524021
127, 3249, 0.865673096834
128, 3252, 0.313121524021
129, 3248, 0.321751639506
130, 3252, 0.313121524021
131, 3257, 0.304491408536
132, 3261, 0.295861293051
133, 3257, 0.304491408536
134, 3254, 1.04410354412
135, 3257, 0.304491408536
136, 3252, 0.313121524021
137, 3249, 1.0527336596
138, 3252, 0.313121524021
